Part Number,Vendor,Preferred Vendor,Thumbnail image,Quantity On Hand,Description,Cost,Revision Number,Vendor Part Number,ACTUAL LEAD TIME,Vendor Website Link
301-00007,Ubiquiti Inc,TRUE,G4 Bullet Website Image,0,G4 Bullet: 2K indoor/outdoor PoE camera designed to provide optimal nighttime surveillance.,199,1,UVC-G4-BULLET,,https://store.ui.com/us/en/pro/category/all-cameras-nvrs/products/uvc-g4-bullet?variant=uvc-g4-bullet
